school_code,name,type,phone,address,postcode,state,city,ppd,location,integration,
MEA2099,SEKOLAH MENENGAH KEBANGSAAN BUKIT RAMBAI,SMK,63517977,BUKIT RAMBAI,75250,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,Y,
MEA2100,SEKOLAH MENENGAH KEBANGSAAN AYER KEROH,SMK,62325157,TAMAN TASIK UTAMA,75450,MELAKA,AYER KEROH,PPD MELAKA TENGAH,Bandar,Y,
MEA2101,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG GELAM,SMK,63510477,TANJUNG KLING,76400,MELAKA,TANJUNG KLING,PPD MELAKA TENGAH,Bandar,Y,
MEA2102,SEKOLAH MENENGAH KEBANGSAAN PERNU,SMK,62615016,PERNU,75460,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,Y,
MEA2103,SEKOLAH MENENGAH KEBANGSAAN PAYA RUMPUT,SMK,63163705,KM 12.8 PAYA RUMPUT,76450,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB0077,SEKOLAH MENENGAH KEBANGSAAN SERI PENGKALAN,SMK,65561268,ALOR GAJAH,78000,MELAKA,ALOR GAJAH,PPD ALOR GAJAH,Bandar,Y,
MEB0078,SEKOLAH MENENGAH KEBANGSAAN PULAU SEBANG,SMK,64411346,PULAU SEBANG,73000,MELAKA,TAMPIN POS,PPD ALOR GAJAH,Bandar,N,
MEB0079,SEKOLAH MENENGAH KEBANGSAAN SULTAN ALAUDDIN,SMK,63841249,MASJID TANAH,78300,MELAKA,MASJID TANAH,PPD ALOR GAJAH,Bandar,Y,
MEB1063,SEKOLAH MENENGAH KEBANGSAAN DATUK BENDAHARA,SMK,65291278,JALAN PEGAWAI,77000,MELAKA,JASIN,PPD JASIN,Bandar,Y,
MEB1064,SEKOLAH MENENGAH KEBANGSAAN DANG ANUM,SMK,62631205,JALAN JASIN,77300,MELAKA,MERLIMAU,PPD JASIN,Bandar,Y,
MEB1065,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,SMK,65291318,JALAN BUNGA TANJUNG TAMAN MAJU,77000,MELAKA,JASIN,PPD JASIN,Bandar,Y,
MEB2090,SEKOLAH MENENGAH KEBANGSAAN TINGGI MELAKA,SMK,62824466,61 JALAN CHAN KOON CHENG,75000,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2091,SEKOLAH MENENGAH KEBANGSAAN GAJAH BERANG,SMK,62831476,JALAN GAJAH BERANG,75200,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2092,SEKOLAH MENENGAH KEBANGSAAN TINGGI PEREMPUAN,SMK,62921206,"LORONG TUN FATIMAH, JALAN DURIAN DAUN",75400,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2093,SEKOLAH MENENGAH KEBANGSAAN TINGGI ST DAVID,SMK,62823619,"JLN. TANJUNG , BUKIT BARU",75150,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2094,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS) MELAKA ( M ),SMK,62823434,JLN TENGKERA,75200,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2095,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN METHODIST,SMK,62823606,"440-B, JALAN TENGKERA",75200,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2096,SEKOLAH MENENGAH KEBANGSAAN ST FRANCIS,SMK,62823431,JLN PARAMESWARA,75000,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2097,SEKOLAH MENENGAH KEBANGSAAN INFANT JESUS CONVENT,SMK,62823211,"141, JALAN PARAMESWARA",75000,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2098,SEKOLAH MENENGAH KEBANGSAAN CANOSSA CONVENT ( M ),SMK,62822522,"KG PORTUGIS,  JALAN UJONG PASIR",75050,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2099,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,SMK,62831261,251 JLN GAJAH BERANG,75200,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2100,SEKOLAH MENENGAH KEBANGSAAN NOTRE DAME CONVENT,SMK,62824887,"265,JLN GAJAH BERANG",75200,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2101,SEKOLAH MENENGAH KEBANGSAAN YOK BIN,SMK,62822720,"19-21,JLN. AIR LELEH",75050,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2102,SEKOLAH MENENGAH KEBANGSAAN TUN TUAH,SMK,63355945,"KAMPUNG LAPAN, BACHANG",75200,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,Y,
MEB2103,SEKOLAH MENENGAH KEBANGSAAN DURIAN DAUN,SMK,62831803,LORONG TUN FATIMAH DURIAN DAUN,75400,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,Y,
MEB2104,SEKOLAH MENENGAH KEBANGSAAN TINGGI CINA MELAKA,SMK,63354609,28 JLN MALIM,75250,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MEB2145,SEKOLAH MENENGAH KEBANGSAAN SERI KOTA,SMK,62825126,JLN AYER LELEH,75050,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,Y,
MEE0074,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR SHAH,SMK,64411386,PULAU SEBANG,73000,MELAKA,TAMPIN POS,PPD ALOR GAJAH,Bandar,Y,
MEE0075,SEKOLAH MENENGAH KEBANGSAAN DATO' DOL SAID,SMK,65561286,JALAN DATO' DOL SAID,78000,MELAKA,ALOR GAJAH,PPD ALOR GAJAH,Bandar,N,
MEE0094,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,SMK,63571126,KEM TERENDAK,76200,MELAKA,KEMTERENDAK,PPD ALOR GAJAH,Bandar,Y,
MEE2141,SEKOLAH MENENGAH SAINS MUZAFFAR SHAH,SBP,62320833,AYER KEROH,75450,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MFT0001,SEKOLAH MENENGAH AGAMA AL-EHYA AL-KARIM,SM SABK,63852022,"JALAN SEKOLAH, KM 36 KAMPUNG TANJUNG BIDARA",78300,MELAKA,MASJID TANAH,PPD ALOR GAJAH,Bandar,N,
MFT0002,SMA JAIM AL-ASYRAF,SM SABK,65549022,"BUKIT MERCHAT, JLN TANJUNG RIMAU LUAR",73000,MELAKA,TAMPIN,PPD ALOR GAJAH,Bandar,N,
MFT0003,SEKOLAH MENENGAH ARAB (JAIM) DARUL FALAH,SM SABK,63877422,"KM 43, KUALA SUNGAI BARU",78200,MELAKA,MASJID TANAH,PPD ALOR GAJAH,Bandar,N,
MFT1001,SEKOLAH MENENGAH ARAB ASSAIYIDAH KHADIJAH,SM SABK,62632351,"KM 18, KG SERKAM DARAT",77300,MELAKA,MERLIMAU,PPD JASIN,Bandar,N,
MFT1002,SEKOLAH MENENGAH ARB.ASSYAKIRIN,SM SABK,65253290,SELANDAR,77500,MELAKA,MELAKA,PPD JASIN,Luar Bandar,N,
MFT1003,SEKOLAH MENENGAH TAHFIZ AL QURAN (JAIM),SM SABK,65247288,KG. CHENDERAH,77000,MELAKA,JASIN,PPD JASIN,Bandar,N,
MFT2001,SEKOLAH MENENGAH AGAMA JAIM AL AHMADI,SM SABK,63531245,"KM 18, PAYA RUMPUT JAYA, SUNGAI UDANG",76300,MELAKA,MELAKA TENGAH,PPD MELAKA TENGAH,Bandar,N,
MHA0001,KOLEJ VOKASIONAL DATUK SERI MOHD. ZIN,KV,65561200,JALAN  PENGKALAN,78000,MELAKA,ALOR GAJAH,PPD ALOR GAJAH,Bandar,N,
MHA1001,KOLEJ VOKASIONAL DATUK SERI ABU ZAHAR ISNIN,KV,65291010,JALAN KEMENDOR,77000,MELAKA,JASIN,PPD JASIN,Bandar,N,
MHA2002,KOLEJ VOKASIONAL MELAKA TENGAH,KV,62326190,BUKIT KATIL,75450,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MKB2144,SEKOLAH MENENGAH TEKNIK BUKIT PIATU,SMT,62822936,BUKIT PIATU,75150,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MRA1001,SEKOLAH BERASRAMA PENUH INTEGRASI SELANDAR,SBP,64462363,JALAN BATANG MELAKA,77500,MELAKA,SELANDAR,PPD JASIN,Luar Bandar,N,
MRA1002,SEKOLAH MENENGAH KEBANGSAAN AGAMA TUN PERAK,SMKA,65291218,JALAN TAMAN MAJU,77000,MELAKA,JASIN,PPD JASIN,Bandar,N,
MRA2125,SEKOLAH MENENGAH KEBANGSAAN AGAMA SULTAN MUHAMMAD,SMKA,62325434,"JALAN PENGKALAN BATU, BATU BERENDAM",75350,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
MRA2127,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHARIFAH RODZIAH,SMKA,62618944,TELOK MAS,75460,MELAKA,MELAKA,PPD MELAKA TENGAH,Bandar,N,
NEA0025,SEKOLAH MENENGAH KEBANGSAAN DATO' UNDANG MUSA AL-HAJ,SMK,66136225,"KM 2, JALAN PERTANG, KUALA KLAWANG",71600,NEGERI SEMBILAN,JELEBU,PPD JEMPOL/JELEBU,Luar Bandar,Y,
NEA0026,SEKOLAH MENENGAH KEBANGSAAN DATO' UNDANG SYED ALI AL-JUFRI SIMPANG GELAMI,SMK,66136895,BT 4 1/2 PERADONG SIMPANG GELAMI,71600,NEGERI SEMBILAN,KUALA KLAWANG,PPD JEMPOL/JELEBU,Luar Bandar,N,
NEA1080,SEKOLAH MENENGAH KEBANGSAAN ZABA,SMK,64811040,JALAN TAMPIN,72000,NEGERI SEMBILAN,KUALA PILAH,PPD KUALA PILAH,Bandar,Y,
NEA1081,SEKOLAH MENENGAH KEBANGSAAN DANGI,SMK,64368529,"KM 27, JALAN BAHAU",73100,NEGERI SEMBILAN,JOHOL,PPD KUALA PILAH,Luar Bandar,N,
NEA1083,SEKOLAH MENENGAH KEBANGSAAN JUASSEH,SMK,64983879,"KM12, JALAN KUALA PILAH BAHAU",72500,NEGERI SEMBILAN,JUASSEH,PPD KUALA PILAH,Luar Bandar,Y,
NEA1084,SEKOLAH MENENGAH KEBANGSAAN SENALING,SMK,64813171,KM 2 JALAN TAMPIN KUALA PILAH,72000,NEGERI SEMBILAN,KUALA PILAH,PPD KUALA PILAH,Bandar,Y,
NEA2052,SEKOLAH MENENGAH KEBANGSAAN RAJA JUMAAT,SMK,66512022,KM5 JALAN SEREMBAN,71007,NEGERI SEMBILAN,PORT DICKSON,PPD PORT DICKSON,Bandar,N,
NEA2053,SEKOLAH MENENGAH KEBANGSAAN DATUK HAJI ABDUL SAMAD,SMK,66471331,"BATU 1 1/2, JALAN ESSO",71000,NEGERI SEMBILAN,PORT DICKSON,PPD PORT DICKSON,Bandar,Y,
NEA2055,SEKOLAH MENENGAH KEBANGSAAN YAM TUAN RADIN,SMK,66514002,"KM 11, JALAN SEREMBAN",71010,NEGERI SEMBILAN,LUKUT,PPD PORT DICKSON,Luar Bandar,Y,
NEA2056,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG BARU SIRUSA,SMK,66463286,KAMPUNG BARU SI RUSA,71050,NEGERI SEMBILAN,PORT DICKSON,PPD PORT DICKSON,Bandar,Y,
NEA2057,SEKOLAH MENENGAH KEBANGSAAN INTAN PERDANA,SMK,66625075,"BT.9, JALAN PANTAI, SI RUSA",71050,NEGERI SEMBILAN,PORT DICKSON,PPD PORT DICKSON,Bandar,N,
NEA3035,SEKOLAH MENENGAH KEBANGSAAN DATO' SEDIA RAJA,SMK,66851214,KM 27 JALAN SEREMBAN TAMPIN,71309,NEGERI SEMBILAN,REMBAU,PPD REMBAU,Bandar,N,
NEA3036,SEKOLAH MENENGAH KEBANGSAAN DATO' UNDANG HAJI ADNAN,SMK,64384790,"KM 11, JALAN TAMPIN SEREMBAN",71350,NEGERI SEMBILAN,KOTA,PPD REMBAU,Luar Bandar,Y,
NEA3037,SEKOLAH MENENGAH SAINS REMBAU,SBP,66970037,PILIN,71300,NEGERI SEMBILAN,REMBAU,PPD REMBAU,Bandar,N,
NEA3038,SEKOLAH MENENGAH KEBANGSAAN PEDAS,SMK,66852144,KAMPUNG BATU 2,71400,NEGERI SEMBILAN,PEDAS,PPD REMBAU,Bandar,Y,
NEA4088,SEKOLAH MENENGAH KEBANGSAAN TUNKU AMPUAN DURAH,SMK,67625590,JALAN SIKAMAT,70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4090,SEKOLAH MENENGAH KEBANGSAAN BUKIT MEWAH,SMK,66315922,JALAN TOK UNGKU,70100,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4098,SEKOLAH MENENGAH KEBANGSAAN DATO' SHAHARDIN,SMK,67911963,"BATU 10, JALAN LABU",71900,NEGERI SEMBILAN,LABU,PPD SEREMBAN,Bandar,Y,
NEA4099,SEKOLAH MENENGAH KEBANGSAAN MAMBAU,SMK,66310500,"JALAN PORT DICKSON, KM 12",70300,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4100,SEKOLAH MENENGAH KEBANGSAAN SENAWANG,SMK,66774946,TAMAN MARIDA,70450,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4101,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI MOHD REDZA,SMK,67617281,"KM 5, JALAN SIKAMAT",70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4102,SEKOLAH MENENGAH KEBANGSAAN PENDETA ZA'BA,SMK,66785990,TAMAN PAROI JAYA,70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4103,SEKOLAH MENENGAH KEBANGSAAN KOMPLEKS KLIA,SMK,67917008,KOMPLEKS KUARTERS KLIA,71800,NEGERI SEMBILAN,NILAI,PPD SEREMBAN,Bandar,Y,
NEA4104,SEKOLAH MENENGAH KEBANGSAAN DESA CEMPAKA,SMK,67996099,"JLN BBN 6/2C,TMN DESA CEMPAKA, BANDAR BARU NILAI",71800,NEGERI SEMBILAN,NILAI,PPD SEREMBAN,Bandar,Y,
NEA4105,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,SMK,67990118,JALAN TS2/1D TAMAN SEMARAK,71800,NEGERI SEMBILAN,NILAI,PPD SEREMBAN,Bandar,Y,
NEA4106,SEKOLAH MENENGAH KEBANGSAAN SERI PAGI,SMK,66789785,TMN SERI PAGI SENAWANG,70450,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4107,SEKOLAH MENENGAH KEBANGSAAN TAMAN TUANKU JAAFAR,SMK,66774582,SG. GADUT,71450,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4108,SEKOLAH MENENGAH SAINS TUANKU MUNAWIR,SBP,67630388,"KM 6, JALAN SIKAMAT",70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4109,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN 2,SMK,66013644,"PERSIARAN S2/A4, SEREMBAN 2",70300,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4110,SEKOLAH MENENGAH KEBANGSAAN PANCHOR,SMK,66787433,JALAN SEREMBAN KUALA PILAH,70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4111,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN JAYA,SMK,66771260,TAMAN SEREMBAN JAYA,70450,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4112,SEKOLAH MENENGAH KEBANGSAAN BUKIT KEPAYANG,SMK,66339794,"GARDEN HOMES, SEREMBAN 2",70300,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4113,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN JAYA 2,SMK,66753586,TAMAN SEREMBAN JAYA,70450,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4114,SEKOLAH MENENGAH KEBANGSAAN TAMAN FOREST HEIGHTS,SMK,67633951,"PRECINT 4, PERSIARAN FOREST HEIGHTS 2",70450,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4115,SEKOLAH MENENGAH KEBANGSAAN WARISAN PUTERI,SMK,67616451,BANDAR WARISAN PUTERI,70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEA4116,SEKOLAH MENENGAH KEBANGSAAN DATO' SHAMSUDIN NAIN,SMK,66941593,BATU 13 1/2 JALAN LINSUM,71200,NEGERI SEMBILAN,RANTAU,PPD SEREMBAN,Bandar,Y,
NEA4117,SEKOLAH MENENGAH KEBANGSAAN SEREMBAN 3,SMK,66720020,JALAN SEREMBAN 3/26,70300,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4118,SEKOLAH MENENGAH SAINS TUANKU AISHAH ROHANI,SBP,67633561,JALAN TUNKU KURSHIAH,70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4119,SEKOLAH MENENGAH KEBANGSAAN CHAN WA II,SMK,67611735,TAMAN BUKIT GALENA,70200,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4120,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SRI SENDAYAN,SMK,67923451,BANDAR SRI SENDAYAN,71950,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEA4121,SEKOLAH MENENGAH KEBANGSAAN BANDAR ENSTEK,SMK,67997275,"LOT PT 33903, BANDAR BARU ENSTEK",71760,NEGERI SEMBILAN,BANDAR BARU ENSTEK,PPD SEREMBAN,Bandar,N,
NEA5051,SEKOLAH MENENGAH KEBANGSAAN PASIR BESAR,SMK,64576215,FELDA PASIR BESAR,73420,NEGERI SEMBILAN,GEMAS,PPD TAMPIN,Bandar,Y,
NEA5052,SEKOLAH MENENGAH KEBANGSAAN TUNKU SYED IDRUS,SMK,64411481,"KM1, JALAN SEREMBAN",73000,NEGERI SEMBILAN,TAMPIN,PPD TAMPIN,Bandar,Y,
NEA5054,SEKOLAH MENENGAH KEBANGSAAN BUKIT ROKAN,SMK,64317700,FELDA BUKIT ROKAN,73200,NEGERI SEMBILAN,GEMENCHEH,PPD TAMPIN,Bandar,Y,
NEA5055,SEKOLAH MENENGAH KEBANGSAAN GEMAS,SMK,79481608,KM1 JALAN BESAR GEMAS-TAMPIN,73400,NEGERI SEMBILAN,GEMAS,PPD TAMPIN,Bandar,Y,
NEA5056,SEKOLAH MENENGAH KEBANGSAAN JELAI,SMK,64347094,FELDA JELAI,73480,NEGERI SEMBILAN,GEMAS,PPD TAMPIN,Bandar,Y,
NEA5057,SEKOLAH MENENGAH KEBANGSAAN TAMAN INDAH,SMK,64414479,"KM 2, JALAN TAMPIN GEMAS",73000,NEGERI SEMBILAN,TAMPIN,PPD TAMPIN,Bandar,Y,
NEA6001,SEKOLAH MENENGAH KEBANGSAAN BAHAU,SMK,64541232,"KM 3, JALAN ROMPIN",72100,NEGERI SEMBILAN,BAHAU,PPD JEMPOL/JELEBU,Bandar,Y,
NEA6002,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PASOH 2,SMK,64961185,FELDA PASOH 2,72300,NEGERI SEMBILAN,SIMPANG PERTANG,PPD JEMPOL/JELEBU,Luar Bandar,N,
NEA6003,SEKOLAH MENENGAH KEBANGSAAN SERI PERPATIH,SMK,64666362,"PUSAT BANDAR PALONG 4, 5 & 6",73430,NEGERI SEMBILAN,GEMAS,PPD JEMPOL/JELEBU,Luar Bandar,Y,
NEA6004,SEKOLAH MENENGAH KEBANGSAAN JELAI,SMK,64511773,JELAI KUALA PILAH,73100,NEGERI SEMBILAN,JOHOL,PPD KUALA PILAH,Luar Bandar,N,
NEA6005,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PALONG DUA,SMK,64631314,FELDA PALONG 2,73450,NEGERI SEMBILAN,GEMAS,PPD JEMPOL/JELEBU,Luar Bandar,N,
NEA6006,SEKOLAH MENENGAH KEBANGSAAN (FELDA) LUI BARAT,SMK,64676300,BANDAR SERI JEMPOL,72120,NEGERI SEMBILAN,BANDAR SERI JEMPOL,PPD JEMPOL/JELEBU,Luar Bandar,Y,
NEA6007,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PALONG 7,SMK,64645464,FELDA PALONG TUJUH,73470,NEGERI SEMBILAN,GEMAS,PPD JEMPOL/JELEBU,Luar Bandar,N,
NEA6008,SEKOLAH MENENGAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,SMK,64581849,BANDAR SERI JEMPOL,72120,NEGERI SEMBILAN,BANDAR SERI JEMPOL,PPD JEMPOL/JELEBU,Bandar,N,
NEA6009,SEKOLAH MENENGAH KEBANGSAAN SERTING HILIR KOMPLEKS,SMK,64684504,FELDA SERTING HILIR 4,72120,NEGERI SEMBILAN,BANDAR SERI JEMPOL,PPD JEMPOL/JELEBU,Luar Bandar,Y,
NEA6010,SEKOLAH MENENGAH KEBANGSAAN ALAM BERAJA,SMK,64669751,FELDA PALONG SEBELAS,73430,NEGERI SEMBILAN,GEMAS,PPD JEMPOL/JELEBU,Luar Bandar,Y,
NEA6011,SEKOLAH MENENGAH KEBANGSAAN SERI JEMPOL,SMK,64584061,BANDAR SERI JEMPOL,72120,NEGERI SEMBILAN,BANDAR SERI JEMPOL,PPD JEMPOL/JELEBU,Bandar,Y,
NEA6012,SEKOLAH MENENGAH KEBANGSAAN BAHAU 2,SMK,64540084,PEKAN MAHSAN,72100,NEGERI SEMBILAN,BAHAU,PPD JEMPOL/JELEBU,Bandar,N,
NEB0026,SEKOLAH MENENGAH KEBANGSAAN UNDANG JELEBU,SMK,66136202,KM3 JALAN PETALING,71600,NEGERI SEMBILAN,KUALA KLAWANG,PPD JEMPOL/JELEBU,Luar Bandar,N,
NEB0027,SEKOLAH MENENGAH KEBANGSAAN PERTANG,SMK,64941444,"KM 1, JALAN GELANG",72300,NEGERI SEMBILAN,SIMPANG PERTANG,PPD JEMPOL/JELEBU,Luar Bandar,Y,
NEB1081,SEKOLAH MENENGAH KEBANGSAAN TUANKU MUHAMMAD,SMK,64811030,KM 2 JALAN TAMPIN,72000,NEGERI SEMBILAN,KUALA PILAH,PPD KUALA PILAH,Bandar,Y,
NEB1082,SEKOLAH MENENGAH KEBANGSAAN TUNKU KURSHIAH,SMK,64811123,"KM2 , JLN TAMPIN",72000,NEGERI SEMBILAN,KUALA PILAH,PPD KUALA PILAH,Bandar,N,
NEB1083,SEKOLAH MENENGAH KEBANGSAAN CHUNG HUA,SMK,64811179,KM2 JLN TAMPIN,72000,NEGERI SEMBILAN,KUALA PILAH,PPD KUALA PILAH,Bandar,N,
NEB2054,SEKOLAH MENENGAH KEBANGSAAN TINGGI PORT DICKSON,SMK,66471295,"KM 3, JALAN PANTAI",71000,NEGERI SEMBILAN,PORT DICKSON,PPD PORT DICKSON,Bandar,N,
NEB3036,SEKOLAH MENENGAH KEBANGSAAN UNDANG REMBAU,SMK,66851244,JALAN BATU HAMPAR,71309,NEGERI SEMBILAN,REMBAU,PPD REMBAU,Bandar,Y,
NEB4089,SEKOLAH MENENGAH KEBANGSAAN KING GEORGE V,SMK,67623598,JLN ZAABA,70100,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4090,SEKOLAH MENENGAH KEBANGSAAN ST PAUL,SMK,67612931,JLN TAN SRI MANICKAVASAGAM,70200,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4091,SEKOLAH MENENGAH KEBANGSAAN METHODIST ACS,SMK,67620153,JALAN LINTANG,70000,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4092,SEKOLAH MENENGAH KEBANGSAAN PUTERI,SMK,67655600,JALAN LABU LAMA,70200,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4093,SEKOLAH MENENGAH KEBANGSAAN SERI AMPANGAN,SMK,67620377,JALAN KUALA PILAH,70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4094,SEKOLAH MENENGAH KEBANGSAAN CHAN WA,SMK,67620144,219-220 JALAN TEMIANG,70200,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4095,SEKOLAH MENENGAH KEBANGSAAN TUNKU AMPUAN NAJIHAH,SMK,67622743,JLN HAN HUI FOONG,70200,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4096,KOLEJ TUNKU KURSHIAH,SBP,67979800,BANDAR ENSTEK,71760,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB4097,SEKOLAH MENENGAH KEBANGSAAN DATO SHEIKH AHMAD,SMK,67622278,JALAN TUNKU KURSHIAH,70400,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,Y,
NEB4137,SEKOLAH MENENGAH DATUK ABDUL RAZAK,SBP,66770806,JALAN RANTAU SUNGAI GADUT,71450,NEGERI SEMBILAN,SEREMBAN,PPD SEREMBAN,Bandar,N,
NEB6001,SEKOLAH MENENGAH KEBANGSAAN CHI WEN,SMK,64541278,JALAN RAJA MUDA SERTING,72100,NEGERI SEMBILAN,BAHAU,PPD JEMPOL/JELEBU,Bandar,N,
NEE0028,SEKOLAH MENENGAH KEBANGSAAN TERIANG HILIR,SMK,64914411,KM 1 JALAN SUNGAI BULOH,72400,NEGERI SEMBILAN,SIMPANG DURIAN,PPD JEMPOL/JELEBU,Luar Bandar,Y,
NEE1086,SEKOLAH MENENGAH KEBANGSAAN TUNKU BESAR BURHANUDDIN,SMK,64979005,JALAN KELAB GOLF DIRAJA SERI MENANTI,71550,NEGERI SEMBILAN,SERI MENANTI,PPD KUALA PILAH,Luar Bandar,Y,
NEE1087,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL SAMAD,SMK,64887252,KM 30 JALAN SEREMBAN-KUALA PILAH,71500,NEGERI SEMBILAN,TANJONG IPOH,PPD KUALA PILAH,Luar Bandar,N,
NEE1088,SEKOLAH MENENGAH KEBANGSAAN DATUK UNDANG ABDUL MANAP,SMK,64367216,"KM 3, PEKAN JOHOL",73100,NEGERI SEMBILAN,JOHOL,PPD KUALA PILAH,Luar Bandar,Y,
NEE1098,SEKOLAH MENENGAH SAINS TUANKU JAAFAR,SBP,64811304,JALAN KAMPUNG GENTAM,72000,NEGERI SEMBILAN,KUALA PILAH,PPD KUALA PILAH,Bandar,N,
NEE2057,SEKOLAH MENENGAH KEBANGSAAN DATUK MUHAMMAD YUSOF,SMK,66970251,"KM2, JALAN SEREMBAN",71150,NEGERI SEMBILAN,LINGGI,PPD PORT DICKSON,Luar Bandar,Y,
NEE2064,SEKOLAH MENENGAH KEBANGSAAN PASIR PANJANG,SMK,66619027,"BT 17, JLN PANTAI",71250,NEGERI SEMBILAN,PASIR PANJANG,PPD PORT DICKSON,Luar Bandar,Y,
NEE2065,SEKOLAH MENENGAH KEBANGSAAN TANAH MERAH,SMK,66581570,"KM 8, JALAN SEPANG",71960,NEGERI SEMBILAN,PORT DICKSON,PPD PORT DICKSON,Bandar,Y,
